,date,title,artist,weeks,uri,af
18,1968-09-25,THOSE WERE THE DAYS,MARY HOPKIN,6,spotify:track:6QOg1CWFpLAsIK7I54JX4G,"{'danceability': 0.374, 'energy': 0.292, 'key': 6, 'loudness': -9.404, 'mode': 0, 'speechiness': 0.0319, 'acousticness': 0.869, 'instrumentalness': 0.000581, 'liveness': 0.108, 'valence': 0.497, 'tempo': 169.68, 'type': 'audio_features', 'id': '6QOg1CWFpLAsIK7I54JX4G', 'uri': 'spotify:track:6QOg1CWFpLAsIK7I54JX4G', 'track_href': 'https://api.spotify.com/v1/tracks/6QOg1CWFpLAsIK7I54JX4G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6QOg1CWFpLAsIK7I54JX4G', 'duration_ms': 310213, 'time_signature': 3}"
19,1968-06-11,WITH A LITTLE HELP FROM MY FRIENDS,JOE COCKER,1,spotify:track:1yOPFin76ojxOnecsV3v81,"{'danceability': 0.315, 'energy': 0.447, 'key': 2, 'loudness': -11.198, 'mode': 1, 'speechiness': 0.0672, 'acousticness': 0.276, 'instrumentalness': 0.00152, 'liveness': 0.0923, 'valence': 0.331, 'tempo': 141.407, 'type': 'audio_features', 'id': '1yOPFin76ojxOnecsV3v81', 'uri': 'spotify:track:1yOPFin76ojxOnecsV3v81', 'track_href': 'https://api.spotify.com/v1/tracks/1yOPFin76ojxOnecsV3v81', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1yOPFin76ojxOnecsV3v81', 'duration_ms': 312173, 'time_signature': 3}"
20,1968-11-13,THE GOOD THE BAD AND THE UGLY,HUGO MONTENEGRO & HIS ORCHESTRA & CHORUS,4,spotify:track:3eNGdIH7IjPtnEm5BZPFBP,"{'danceability': 0.412, 'energy': 0.49, 'key': 5, 'loudness': -13.523, 'mode': 1, 'speechiness': 0.034, 'acousticness': 0.364, 'instrumentalness': 0.838, 'liveness': 0.23, 'valence': 0.5, 'tempo': 109.03, 'type': 'audio_features', 'id': '3eNGdIH7IjPtnEm5BZPFBP', 'uri': 'spotify:track:3eNGdIH7IjPtnEm5BZPFBP', 'track_href': 'https://api.spotify.com/v1/tracks/3eNGdIH7IjPtnEm5BZPFBP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3eNGdIH7IjPtnEm5BZPFBP', 'duration_ms': 136467, 'time_signature': 4}"
21,1968-11-12,LILY THE PINK,SCAFFOLD,3,spotify:track:4so3jj6jer0wG63KxXTOJJ,"{'danceability': 0.634, 'energy': 0.629, 'key': 0, 'loudness': -11.174, 'mode': 1, 'speechiness': 0.0745, 'acousticness': 0.15, 'instrumentalness': 9.33e-06, 'liveness': 0.278, 'valence': 0.78, 'tempo': 122.585, 'type': 'audio_features', 'id': '4so3jj6jer0wG63KxXTOJJ', 'uri': 'spotify:track:4so3jj6jer0wG63KxXTOJJ', 'track_href': 'https://api.spotify.com/v1/tracks/4so3jj6jer0wG63KxXTOJJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4so3jj6jer0wG63KxXTOJJ', 'duration_ms': 259427, 'time_signature': 4}"
0,1969-01-01,OB-LA-DI OB-LA-DA,MARMALADE,1,spotify:track:5Q7C3m0kUAhkEopd0wubPs,"{'danceability': 0.753, 'energy': 0.582, 'key': 9, 'loudness': -9.627, 'mode': 1, 'speechiness': 0.0341, 'acousticness': 0.522, 'instrumentalness': 4.58e-05, 'liveness': 0.0538, 'valence': 0.942, 'tempo': 123.21, 'type': 'audio_features', 'id': '5Q7C3m0kUAhkEopd0wubPs', 'uri': 'spotify:track:5Q7C3m0kUAhkEopd0wubPs', 'track_href': 'https://api.spotify.com/v1/tracks/5Q7C3m0kUAhkEopd0wubPs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Q7C3m0kUAhkEopd0wubPs', 'duration_ms': 180680, 'time_signature': 4}"
1,1969-08-01,LILY THE PINK,SCAFFOLD,1,spotify:track:4so3jj6jer0wG63KxXTOJJ,"{'danceability': 0.634, 'energy': 0.629, 'key': 0, 'loudness': -11.174, 'mode': 1, 'speechiness': 0.0745, 'acousticness': 0.15, 'instrumentalness': 9.33e-06, 'liveness': 0.278, 'valence': 0.78, 'tempo': 122.585, 'type': 'audio_features', 'id': '4so3jj6jer0wG63KxXTOJJ', 'uri': 'spotify:track:4so3jj6jer0wG63KxXTOJJ', 'track_href': 'https://api.spotify.com/v1/tracks/4so3jj6jer0wG63KxXTOJJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4so3jj6jer0wG63KxXTOJJ', 'duration_ms': 259427, 'time_signature': 4}"
2,1969-01-15,OB-LA-DI OB-LA-DA,MARMALADE,2,spotify:track:5Q7C3m0kUAhkEopd0wubPs,"{'danceability': 0.753, 'energy': 0.582, 'key': 9, 'loudness': -9.627, 'mode': 1, 'speechiness': 0.0341, 'acousticness': 0.522, 'instrumentalness': 4.58e-05, 'liveness': 0.0538, 'valence': 0.942, 'tempo': 123.21, 'type': 'audio_features', 'id': '5Q7C3m0kUAhkEopd0wubPs', 'uri': 'spotify:track:5Q7C3m0kUAhkEopd0wubPs', 'track_href': 'https://api.spotify.com/v1/tracks/5Q7C3m0kUAhkEopd0wubPs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Q7C3m0kUAhkEopd0wubPs', 'duration_ms': 180680, 'time_signature': 4}"
3,1969-01-29,ALBATROSS,FLEETWOOD MAC,1,spotify:track:3IKyTBHZSgCx2v1ZX8v0TZ,"{'danceability': 0.321, 'energy': 0.0631, 'key': 6, 'loudness': -21.616, 'mode': 0, 'speechiness': 0.0351, 'acousticness': 0.833, 'instrumentalness': 0.83, 'liveness': 0.141, 'valence': 0.264, 'tempo': 135.605, 'type': 'audio_features', 'id': '3IKyTBHZSgCx2v1ZX8v0TZ', 'uri': 'spotify:track:3IKyTBHZSgCx2v1ZX8v0TZ', 'track_href': 'https://api.spotify.com/v1/tracks/3IKyTBHZSgCx2v1ZX8v0TZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3IKyTBHZSgCx2v1ZX8v0TZ', 'duration_ms': 191107, 'time_signature': 4}"
4,1969-05-02,BLACKBERRY WAY,MOVE,1,spotify:track:2dIpn3qkiJZNIltUZ4h708,"{'danceability': 0.769, 'energy': 0.598, 'key': 7, 'loudness': -11.118, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.178, 'instrumentalness': 0.213, 'liveness': 0.102, 'valence': 0.602, 'tempo': 113.037, 'type': 'audio_features', 'id': '2dIpn3qkiJZNIltUZ4h708', 'uri': 'spotify:track:2dIpn3qkiJZNIltUZ4h708', 'track_href': 'https://api.spotify.com/v1/tracks/2dIpn3qkiJZNIltUZ4h708', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dIpn3qkiJZNIltUZ4h708', 'duration_ms': 190097, 'time_signature': 4}"
5,1969-12-02,(IF PARADISE IS) HALF AS NICE,AMEN CORNER,2,spotify:track:153qH4m1MviHKdxwEAddHd,"{'danceability': 0.731, 'energy': 0.373, 'key': 0, 'loudness': -14.315, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.373, 'instrumentalness': 3.91e-06, 'liveness': 0.127, 'valence': 0.57, 'tempo': 110.049, 'type': 'audio_features', 'id': '153qH4m1MviHKdxwEAddHd', 'uri': 'spotify:track:153qH4m1MviHKdxwEAddHd', 'track_href': 'https://api.spotify.com/v1/tracks/153qH4m1MviHKdxwEAddHd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/153qH4m1MviHKdxwEAddHd', 'duration_ms': 182284, 'time_signature': 4}"
6,1969-02-26,WHERE DO YOU GO TO MY LOVELY,PETER SARSTEDT,4,spotify:track:6M665tf7ZKQzUFA5yOrUE4,"{'danceability': 0.558, 'energy': 0.444, 'key': 2, 'loudness': -7.549, 'mode': 0, 'speechiness': 0.0345, 'acousticness': 0.286, 'instrumentalness': 6.56e-05, 'liveness': 0.121, 'valence': 0.444, 'tempo': 182.583, 'type': 'audio_features', 'id': '6M665tf7ZKQzUFA5yOrUE4', 'uri': 'spotify:track:6M665tf7ZKQzUFA5yOrUE4', 'track_href': 'https://api.spotify.com/v1/tracks/6M665tf7ZKQzUFA5yOrUE4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6M665tf7ZKQzUFA5yOrUE4', 'duration_ms': 287720, 'time_signature': 3}"
7,1969-03-26,I HEARD IT THROUGH THE GRAPEVINE,MARVIN GAYE,3,spotify:track:37j56IWzpplKE5zrlQRmxc,"{'danceability': 0.724, 'energy': 0.346, 'key': 3, 'loudness': -11.256, 'mode': 0, 'speechiness': 0.0366, 'acousticness': 0.199, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.637, 'tempo': 117.188, 'type': 'audio_features', 'id': '37j56IWzpplKE5zrlQRmxc', 'uri': 'spotify:track:37j56IWzpplKE5zrlQRmxc', 'track_href': 'https://api.spotify.com/v1/tracks/37j56IWzpplKE5zrlQRmxc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37j56IWzpplKE5zrlQRmxc', 'duration_ms': 196707, 'time_signature': 4}"
8,1969-04-16,ISRAELITES,DESMOND DEKKER & THE ACES,1,spotify:track:5r1emHieZVIGLAZtuEpbf5,"{'danceability': 0.808, 'energy': 0.415, 'key': 10, 'loudness': -10.839, 'mode': 1, 'speechiness': 0.0482, 'acousticness': 0.168, 'instrumentalness': 4.11e-05, 'liveness': 0.143, 'valence': 0.909, 'tempo': 146.273, 'type': 'audio_features', 'id': '5r1emHieZVIGLAZtuEpbf5', 'uri': 'spotify:track:5r1emHieZVIGLAZtuEpbf5', 'track_href': 'https://api.spotify.com/v1/tracks/5r1emHieZVIGLAZtuEpbf5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5r1emHieZVIGLAZtuEpbf5', 'duration_ms': 157933, 'time_signature': 4}"
9,1969-04-23,GET BACK,BEATLES WITH BILLY PRESTON,6,spotify:track:0dzeWTClXCakU2ynCMTRdB,"{'danceability': 0.791, 'energy': 0.515, 'key': 9, 'loudness': -14.805, 'mode': 1, 'speechiness': 0.0537, 'acousticness': 0.152, 'instrumentalness': 0.92, 'liveness': 0.0996, 'valence': 0.57, 'tempo': 122.086, 'type': 'audio_features', 'id': '0dzeWTClXCakU2ynCMTRdB', 'uri': 'spotify:track:0dzeWTClXCakU2ynCMTRdB', 'track_href': 'https://api.spotify.com/v1/tracks/0dzeWTClXCakU2ynCMTRdB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0dzeWTClXCakU2ynCMTRdB', 'duration_ms': 185248, 'time_signature': 4}"
10,1969-04-06,DIZZY,TOMMY ROE,1,spotify:track:3jJKKhg0t4HpdfNDyGiZDy,"{'danceability': 0.793, 'energy': 0.409, 'key': 6, 'loudness': -10.869, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.0068, 'instrumentalness': 0.000749, 'liveness': 0.0683, 'valence': 0.825, 'tempo': 104.047, 'type': 'audio_features', 'id': '3jJKKhg0t4HpdfNDyGiZDy', 'uri': 'spotify:track:3jJKKhg0t4HpdfNDyGiZDy', 'track_href': 'https://api.spotify.com/v1/tracks/3jJKKhg0t4HpdfNDyGiZDy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3jJKKhg0t4HpdfNDyGiZDy', 'duration_ms': 176693, 'time_signature': 4}"
11,1969-11-06,THE BALLAD OF JOHN AND YOKO,BEATLES,3,spotify:track:1F7s27lLKshLPt9TPCgMDL,"{'danceability': 0.651, 'energy': 0.892, 'key': 4, 'loudness': -6.551, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.00465, 'instrumentalness': 2.85e-06, 'liveness': 0.127, 'valence': 0.962, 'tempo': 135.309, 'type': 'audio_features', 'id': '1F7s27lLKshLPt9TPCgMDL', 'uri': 'spotify:track:1F7s27lLKshLPt9TPCgMDL', 'track_href': 'https://api.spotify.com/v1/tracks/1F7s27lLKshLPt9TPCgMDL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1F7s27lLKshLPt9TPCgMDL', 'duration_ms': 179480, 'time_signature': 4}"
12,1969-02-07,SOMETHING IN THE AIR,THUNDERCLAP NEWMAN,3,spotify:track:0emd9tHSVP4dK6UG4pcOFD,"{'danceability': 0.506, 'energy': 0.402, 'key': 8, 'loudness': -11.743, 'mode': 0, 'speechiness': 0.0256, 'acousticness': 0.307, 'instrumentalness': 1.25e-05, 'liveness': 0.0814, 'valence': 0.54, 'tempo': 94.221, 'type': 'audio_features', 'id': '0emd9tHSVP4dK6UG4pcOFD', 'uri': 'spotify:track:0emd9tHSVP4dK6UG4pcOFD', 'track_href': 'https://api.spotify.com/v1/tracks/0emd9tHSVP4dK6UG4pcOFD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0emd9tHSVP4dK6UG4pcOFD', 'duration_ms': 234360, 'time_signature': 4}"
13,1969-07-23,HONKY TONK WOMEN,ROLLING STONES,5,spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ,"{'danceability': 0.562, 'energy': 0.768, 'key': 7, 'loudness': -6.613, 'mode': 1, 'speechiness': 0.0606, 'acousticness': 0.381, 'instrumentalness': 0.03, 'liveness': 0.168, 'valence': 0.966, 'tempo': 119.544, 'type': 'audio_features', 'id': '3RZMzCvYsmJ0u2ioKTOsmJ', 'uri': 'spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ', 'track_href': 'https://api.spotify.com/v1/tracks/3RZMzCvYsmJ0u2ioKTOsmJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3RZMzCvYsmJ0u2ioKTOsmJ', 'duration_ms': 179387, 'time_signature': 4}"
14,1969-08-30,IN THE YEAR 2525 (EXORIUM AND TERMINUS),ZAGER & EVANS,3,,{}
15,1969-09-20,BAD MOON RISING,CREEDENCE CLEARWATER REVIVAL,3,spotify:track:20OFwXhEXf12DzwXmaV7fj,"{'danceability': 0.508, 'energy': 0.774, 'key': 2, 'loudness': -5.973, 'mode': 1, 'speechiness': 0.0321, 'acousticness': 0.0586, 'instrumentalness': 4.87e-06, 'liveness': 0.063, 'valence': 0.942, 'tempo': 178.946, 'type': 'audio_features', 'id': '20OFwXhEXf12DzwXmaV7fj', 'uri': 'spotify:track:20OFwXhEXf12DzwXmaV7fj', 'track_href': 'https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj', 'duration_ms': 141600, 'time_signature': 4}"
16,1969-11-10,JE T'AIME... MOI NON PLUS,JANE BIRKIN & SERGE GAINSBOURG,1,spotify:track:3YW3Tw3lLQfuPfklE76F3y,"{'danceability': 0.465, 'energy': 0.419, 'key': 0, 'loudness': -12.176, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.406, 'instrumentalness': 0.00367, 'liveness': 0.165, 'valence': 0.553, 'tempo': 82.453, 'type': 'audio_features', 'id': '3YW3Tw3lLQfuPfklE76F3y', 'uri': 'spotify:track:3YW3Tw3lLQfuPfklE76F3y', 'track_href': 'https://api.spotify.com/v1/tracks/3YW3Tw3lLQfuPfklE76F3y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3YW3Tw3lLQfuPfklE76F3y', 'duration_ms': 261613, 'time_signature': 4}"
17,1969-10-18,I'LL NEVER FALL IN LOVE AGAIN,BOBBY GENTRY,1,spotify:track:42squ1l3ays4fXsK2zpkwG,"{'danceability': 0.596, 'energy': 0.537, 'key': 2, 'loudness': -10.504, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.175, 'instrumentalness': 0.739, 'liveness': 0.167, 'valence': 0.38, 'tempo': 114.05, 'type': 'audio_features', 'id': '42squ1l3ays4fXsK2zpkwG', 'uri': 'spotify:track:42squ1l3ays4fXsK2zpkwG', 'track_href': 'https://api.spotify.com/v1/tracks/42squ1l3ays4fXsK2zpkwG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42squ1l3ays4fXsK2zpkwG', 'duration_ms': 170629, 'time_signature': 4}"
18,1969-10-25,SUGAR SUGAR,ARCHIES,8,spotify:track:3iSws76HjaU7k49EqJVTfF,"{'danceability': 0.736, 'energy': 0.871, 'key': 2, 'loudness': -2.786, 'mode': 1, 'speechiness': 0.0278, 'acousticness': 0.466, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.967, 'tempo': 122.395, 'type': 'audio_features', 'id': '3iSws76HjaU7k49EqJVTfF', 'uri': 'spotify:track:3iSws76HjaU7k49EqJVTfF', 'track_href': 'https://api.spotify.com/v1/tracks/3iSws76HjaU7k49EqJVTfF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3iSws76HjaU7k49EqJVTfF', 'duration_ms': 167187, 'time_signature': 4}"
19,1969-12-20,TWO LITTLE BOYS,ROLF HARRIS,6,spotify:track:1QFHX2saEG8smfqufa0D5t,"{'danceability': 0.444, 'energy': 0.213, 'key': 1, 'loudness': -14.046, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.639, 'instrumentalness': 0.000172, 'liveness': 0.143, 'valence': 0.487, 'tempo': 115.797, 'type': 'audio_features', 'id': '1QFHX2saEG8smfqufa0D5t', 'uri': 'spotify:track:1QFHX2saEG8smfqufa0D5t', 'track_href': 'https://api.spotify.com/v1/tracks/1QFHX2saEG8smfqufa0D5t', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1QFHX2saEG8smfqufa0D5t', 'duration_ms': 213453, 'time_signature': 4}"
0,1970-01-31,LOVE GROWS (WHERE MY ROSEMARY GOES),EDISON LIGHTHOUSE,5,spotify:track:6i1pTt7tsEmn0KTboxWZSV,"{'danceability': 0.565, 'energy': 0.668, 'key': 9, 'loudness': -10.345, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.0064, 'instrumentalness': 0, 'liveness': 0.228, 'valence': 0.637, 'tempo': 117.742, 'type': 'audio_features', 'id': '6i1pTt7tsEmn0KTboxWZSV', 'uri': 'spotify:track:6i1pTt7tsEmn0KTboxWZSV', 'track_href': 'https://api.spotify.com/v1/tracks/6i1pTt7tsEmn0KTboxWZSV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6i1pTt7tsEmn0KTboxWZSV', 'duration_ms': 153627, 'time_signature': 4}"
1,1970-07-03,WANDRIN' STAR,LEE MARVIN,3,spotify:track:0YvkE6ZQ7Pe0BHZ2gCqlIn,"{'danceability': 0.29, 'energy': 0.251, 'key': 1, 'loudness': -19.188, 'mode': 1, 'speechiness': 0.0334, 'acousticness': 0.907, 'instrumentalness': 0.0202, 'liveness': 0.112, 'valence': 0.371, 'tempo': 97.951, 'type': 'audio_features', 'id': '0YvkE6ZQ7Pe0BHZ2gCqlIn', 'uri': 'spotify:track:0YvkE6ZQ7Pe0BHZ2gCqlIn', 'track_href': 'https://api.spotify.com/v1/tracks/0YvkE6ZQ7Pe0BHZ2gCqlIn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0YvkE6ZQ7Pe0BHZ2gCqlIn', 'duration_ms': 268507, 'time_signature': 4}"
2,1970-03-28,BRIDGE OVER TROUBLED WATER,SIMON & GARFUNKEL,3,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,"{'danceability': 0.149, 'energy': 0.206, 'key': 3, 'loudness': -13.888, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.822, 'instrumentalness': 0.000649, 'liveness': 0.115, 'valence': 0.264, 'tempo': 79.764, 'type': 'audio_features', 'id': '6l8EbYRtQMgKOyc1gcDHF9', 'uri': 'spotify:track:6l8EbYRtQMgKOyc1gcDHF9', 'track_href': 'https://api.spotify.com/v1/tracks/6l8EbYRtQMgKOyc1gcDHF9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6l8EbYRtQMgKOyc1gcDHF9', 'duration_ms': 293120, 'time_signature': 4}"
3,1970-04-18,ALL KINDS OF EVERYTHING,DANA,2,spotify:track:3SJPRPwpF0MTFKPrshBeKM,"{'danceability': 0.555, 'energy': 0.4, 'key': 8, 'loudness': -10.324, 'mode': 1, 'speechiness': 0.0262, 'acousticness': 0.707, 'instrumentalness': 0, 'liveness': 0.155, 'valence': 0.527, 'tempo': 106.489, 'type': 'audio_features', 'id': '3SJPRPwpF0MTFKPrshBeKM', 'uri': 'spotify:track:3SJPRPwpF0MTFKPrshBeKM', 'track_href': 'https://api.spotify.com/v1/tracks/3SJPRPwpF0MTFKPrshBeKM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3SJPRPwpF0MTFKPrshBeKM', 'duration_ms': 178960, 'time_signature': 3}"
4,1970-02-05,SPIRIT IN THE SKY,NORMAN GREENBAUM,2,spotify:track:0Y2SrByf4G3kbq2nBEHQRn,"{'danceability': 0.601, 'energy': 0.643, 'key': 2, 'loudness': -5.828, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.112, 'instrumentalness': 0.00209, 'liveness': 0.088, 'valence': 0.552, 'tempo': 128.262, 'type': 'audio_features', 'id': '0Y2SrByf4G3kbq2nBEHQRn', 'uri': 'spotify:track:0Y2SrByf4G3kbq2nBEHQRn', 'track_href': 'https://api.spotify.com/v1/tracks/0Y2SrByf4G3kbq2nBEHQRn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Y2SrByf4G3kbq2nBEHQRn', 'duration_ms': 239600, 'time_signature': 4}"
5,1970-05-16,BACK HOME,ENGLAND WORLD CUP SQUAD,3,spotify:track:4reDlnXTWZpRcci9oO2Fv9,"{'danceability': 0.387, 'energy': 0.77, 'key': 9, 'loudness': -5.716, 'mode': 1, 'speechiness': 0.0862, 'acousticness': 0.0974, 'instrumentalness': 0.000199, 'liveness': 0.363, 'valence': 0.44, 'tempo': 122.235, 'type': 'audio_features', 'id': '4reDlnXTWZpRcci9oO2Fv9', 'uri': 'spotify:track:4reDlnXTWZpRcci9oO2Fv9', 'track_href': 'https://api.spotify.com/v1/tracks/4reDlnXTWZpRcci9oO2Fv9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4reDlnXTWZpRcci9oO2Fv9', 'duration_ms': 226230, 'time_signature': 4}"
6,1970-06-06,YELLOW RIVER,CHRISTIE,1,spotify:track:4VnzKUBMB6cvog8Jvv1few,"{'danceability': 0.627, 'energy': 0.544, 'key': 4, 'loudness': -11.436, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.0859, 'instrumentalness': 0, 'liveness': 0.152, 'valence': 0.877, 'tempo': 129.851, 'type': 'audio_features', 'id': '4VnzKUBMB6cvog8Jvv1few', 'uri': 'spotify:track:4VnzKUBMB6cvog8Jvv1few', 'track_href': 'https://api.spotify.com/v1/tracks/4VnzKUBMB6cvog8Jvv1few', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4VnzKUBMB6cvog8Jvv1few', 'duration_ms': 165960, 'time_signature': 4}"
7,1970-06-13,IN THE SUMMERTIME,MUNGO JERRY,7,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,"{'danceability': 0.754, 'energy': 0.449, 'key': 4, 'loudness': -14.013, 'mode': 1, 'speechiness': 0.0615, 'acousticness': 0.724, 'instrumentalness': 0, 'liveness': 0.162, 'valence': 0.973, 'tempo': 82.751, 'type': 'audio_features', 'id': '3RNyGLgSvmVRZ7xKUp8Wgd', 'uri': 'spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd', 'track_href': 'https://api.spotify.com/v1/tracks/3RNyGLgSvmVRZ7xKUp8Wgd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3RNyGLgSvmVRZ7xKUp8Wgd', 'duration_ms': 211880, 'time_signature': 4}"
8,1970-01-08,THE WONDER OF YOU,ELVIS PRESLEY,6,spotify:track:3Cs2cP4ucvaO22LCNljzJY,"{'danceability': 0.266, 'energy': 0.735, 'key': 7, 'loudness': -5.863, 'mode': 1, 'speechiness': 0.0508, 'acousticness': 0.421, 'instrumentalness': 0.0117, 'liveness': 0.17, 'valence': 0.442, 'tempo': 136.148, 'type': 'audio_features', 'id': '3Cs2cP4ucvaO22LCNljzJY', 'uri': 'spotify:track:3Cs2cP4ucvaO22LCNljzJY', 'track_href': 'https://api.spotify.com/v1/tracks/3Cs2cP4ucvaO22LCNljzJY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Cs2cP4ucvaO22LCNljzJY', 'duration_ms': 151013, 'time_signature': 4}"
9,1970-12-09,TEARS OF A CLOWN,SMOKEY ROBINSON & THE MIRACLES,1,spotify:track:1T9BMZj3BoFfWddYhyVc79,"{'danceability': 0.604, 'energy': 0.719, 'key': 6, 'loudness': -10.101, 'mode': 1, 'speechiness': 0.0322, 'acousticness': 0.299, 'instrumentalness': 0, 'liveness': 0.28, 'valence': 0.96, 'tempo': 128.543, 'type': 'audio_features', 'id': '1T9BMZj3BoFfWddYhyVc79', 'uri': 'spotify:track:1T9BMZj3BoFfWddYhyVc79', 'track_href': 'https://api.spotify.com/v1/tracks/1T9BMZj3BoFfWddYhyVc79', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1T9BMZj3BoFfWddYhyVc79', 'duration_ms': 181533, 'time_signature': 4}"
10,1970-09-19,BAND OF GOLD,FREDA PAYNE,6,spotify:track:0YgoNapnyIXuruBrzvoCSu,"{'danceability': 0.631, 'energy': 0.746, 'key': 7, 'loudness': -5.439, 'mode': 1, 'speechiness': 0.0277, 'acousticness': 0.451, 'instrumentalness': 0, 'liveness': 0.424, 'valence': 0.93, 'tempo': 108.875, 'type': 'audio_features', 'id': '0YgoNapnyIXuruBrzvoCSu', 'uri': 'spotify:track:0YgoNapnyIXuruBrzvoCSu', 'track_href': 'https://api.spotify.com/v1/tracks/0YgoNapnyIXuruBrzvoCSu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0YgoNapnyIXuruBrzvoCSu', 'duration_ms': 182533, 'time_signature': 4}"
11,1970-10-31,WOODSTOCK,MATTHEW'S SOUTHERN COMFORT,3,spotify:track:1hFiTJSk5AO6gJ44qoWIXK,"{'danceability': 0.768, 'energy': 0.351, 'key': 7, 'loudness': -15.019, 'mode': 0, 'speechiness': 0.0325, 'acousticness': 0.119, 'instrumentalness': 0.00128, 'liveness': 0.0941, 'valence': 0.708, 'tempo': 120.956, 'type': 'audio_features', 'id': '1hFiTJSk5AO6gJ44qoWIXK', 'uri': 'spotify:track:1hFiTJSk5AO6gJ44qoWIXK', 'track_href': 'https://api.spotify.com/v1/tracks/1hFiTJSk5AO6gJ44qoWIXK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hFiTJSk5AO6gJ44qoWIXK', 'duration_ms': 271880, 'time_signature': 4}"
12,1970-11-21,VOODOO CHILE,JIMI HENDRIX EXPERIENCE,1,spotify:track:0auKlivXpm76wR63mMJ3pR,"{'danceability': 0.298, 'energy': 0.753, 'key': 0, 'loudness': -7.417, 'mode': 0, 'speechiness': 0.0894, 'acousticness': 0.248, 'instrumentalness': 0.148, 'liveness': 0.112, 'valence': 0.32, 'tempo': 164.991, 'type': 'audio_features', 'id': '0auKlivXpm76wR63mMJ3pR', 'uri': 'spotify:track:0auKlivXpm76wR63mMJ3pR', 'track_href': 'https://api.spotify.com/v1/tracks/0auKlivXpm76wR63mMJ3pR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0auKlivXpm76wR63mMJ3pR', 'duration_ms': 899933, 'time_signature': 3}"
